ID,n_generation,rank_G0,rank_G1,rank_G2,rank_G3,rank_G4,rank_G5,rank_G6
Hyena_974,4,1,6,NA,NA,NA,NA,NA
Hyena_975,4,11,4,NA,NA,NA,NA,NA
Hyena_976,6,16,2,2,2,NA,NA,NA
Hyena_977,6,16,2,2,2,NA,NA,NA
Hyena_978,6,2,2,5,6,NA,NA,NA
Hyena_979,5,7,5,4,NA,NA,NA,NA
Hyena_980,5,6,1,6,NA,NA,NA,NA
Hyena_981,5,6,1,6,NA,NA,NA,NA
Hyena_982,5,1,5,6,NA,NA,NA,NA
Hyena_983,5,1,5,6,NA,NA,NA,NA
Hyena_984,6,20,2,2,2,NA,NA,NA
Hyena_985,6,21,2,2,2,NA,NA,NA
Hyena_986,5,18,2,2,NA,NA,NA,NA
Hyena_987,6,19,9,2,2,NA,NA,NA
Hyena_988,6,3,2,5,6,NA,NA,NA
Hyena_989,6,3,2,5,6,NA,NA,NA
Hyena_990,5,16,8,2,NA,NA,NA,NA
Hyena_991,5,4,1,6,NA,NA,NA,NA
Hyena_992,4,15,4,NA,NA,NA,NA,NA
Hyena_993,4,8,4,NA,NA,NA,NA,NA
Hyena_994,4,8,4,NA,NA,NA,NA,NA
Hyena_995,5,11,5,4,NA,NA,NA,NA
Hyena_996,6,12,5,5,4,NA,NA,NA
Hyena_997,5,11,5,4,NA,NA,NA,NA
Hyena_998,4,1,6,NA,NA,NA,NA,NA
Hyena_999,4,1,6,NA,NA,NA,NA,NA
Hyena_1000,5,10,3,4,NA,NA,NA,NA
Hyena_1001,6,18,8,1,2,NA,NA,NA
Hyena_1002,5,2,1,6,NA,NA,NA,NA
Hyena_1003,6,20,2,2,2,NA,NA,NA
Hyena_1004,6,18,9,2,2,NA,NA,NA
Hyena_1005,6,18,9,2,2,NA,NA,NA
Hyena_1006,4,13,5,NA,NA,NA,NA,NA
Hyena_1007,5,3,1,6,NA,NA,NA,NA
Hyena_1008,5,3,1,6,NA,NA,NA,NA
Hyena_1009,6,20,2,2,2,NA,NA,NA
Hyena_1010,6,16,8,1,2,NA,NA,NA
Hyena_1011,4,14,4,NA,NA,NA,NA,NA
Hyena_1012,4,14,4,NA,NA,NA,NA,NA
Hyena_1013,5,5,1,6,NA,NA,NA,NA
Hyena_1014,5,4,1,6,NA,NA,NA,NA
Hyena_1015,4,1,6,NA,NA,NA,NA,NA
Hyena_1016,5,11,3,4,NA,NA,NA,NA
Hyena_1017,5,11,3,4,NA,NA,NA,NA
Hyena_1018,4,1,6,NA,NA,NA,NA,NA
Hyena_1019,6,8,2,5,6,NA,NA,NA
Hyena_1020,6,8,2,5,6,NA,NA,NA
Hyena_1021,6,7,3,5,6,NA,NA,NA
Hyena_1022,6,17,9,2,2,NA,NA,NA
Hyena_1023,5,9,4,4,NA,NA,NA,NA
Hyena_1024,5,2,1,6,NA,NA,NA,NA
Hyena_1025,5,12,5,4,NA,NA,NA,NA
Hyena_1026,5,12,5,4,NA,NA,NA,NA
Hyena_1027,5,25,21,11,7,NA,NA,NA
Hyena_1028,5,25,21,11,7,NA,NA,NA
Hyena_1029,6,18,8,1,2,NA,NA,NA
Hyena_1030,4,15,5,NA,NA,NA,NA,NA
Hyena_1031,4,15,5,NA,NA,NA,NA,NA
Hyena_1032,5,3,1,6,NA,NA,NA,NA
Hyena_1033,6,14,4,7,4,NA,NA,NA
Hyena_1034,4,19,4,NA,NA,NA,NA,NA
Hyena_1035,5,5,1,6,NA,NA,NA,NA
Hyena_1036,5,3,1,6,NA,NA,NA,NA
Hyena_1037,5,2,1,6,NA,NA,NA,NA
Hyena_1038,5,2,1,6,NA,NA,NA,NA
Hyena_1039,4,1,6,NA,NA,NA,NA,NA
Hyena_1040,5,7,1,6,NA,NA,NA,NA
Hyena_1041,5,7,1,6,NA,NA,NA,NA
Hyena_1042,6,20,9,2,2,NA,NA,NA
Hyena_1043,6,8,6,1,6,NA,NA,NA
Hyena_1044,6,8,6,1,6,NA,NA,NA
Hyena_1045,5,5,1,6,NA,NA,NA,NA
Hyena_1046,6,11,2,5,6,NA,NA,NA
Hyena_1047,6,20,8,1,2,NA,NA,NA
Hyena_1048,5,25,21,11,7,NA,NA,NA
Hyena_1049,5,25,21,11,7,NA,NA,NA
Hyena_1050,6,20,8,1,2,NA,NA,NA
Hyena_1051,6,20,8,1,2,NA,NA,NA
Hyena_1052,5,3,1,6,NA,NA,NA,NA
Hyena_1053,5,3,1,6,NA,NA,NA,NA
Hyena_1054,5,13,4,4,NA,NA,NA,NA
Hyena_1055,4,16,5,NA,NA,NA,NA,NA
Hyena_1056,6,14,4,7,4,NA,NA,NA
Hyena_1057,6,14,4,7,4,NA,NA,NA
Hyena_1058,4,18,4,NA,NA,NA,NA,NA
Hyena_1059,4,1,6,NA,NA,NA,NA,NA
Hyena_1060,6,8,1,5,6,NA,NA,NA
Hyena_1061,6,8,1,5,6,NA,NA,NA
Hyena_1062,5,4,1,6,NA,NA,NA,NA
Hyena_1063,5,2,1,6,NA,NA,NA,NA
Hyena_1064,5,2,1,6,NA,NA,NA,NA
Hyena_1065,6,10,2,5,6,NA,NA,NA
Hyena_1066,6,10,2,5,6,NA,NA,NA
Hyena_1067,6,6,6,1,6,NA,NA,NA
Hyena_1068,6,6,6,1,6,NA,NA,NA
Hyena_1069,4,11,5,NA,NA,NA,NA,NA
Hyena_1070,7,9,3,2,5,6,NA,NA
Hyena_1071,7,17,19,9,2,2,NA,NA
Hyena_1072,7,6,8,2,5,6,NA,NA
Hyena_1073,7,6,8,2,5,6,NA,NA
Hyena_1074,5,11,13,5,NA,NA,NA,NA
Hyena_1075,5,1,1,6,NA,NA,NA,NA
Hyena_1076,5,1,1,6,NA,NA,NA,NA
Hyena_1077,6,15,8,1,2,NA,NA,NA
Hyena_1078,6,15,8,1,2,NA,NA,NA
Hyena_1079,5,10,15,5,NA,NA,NA,NA
Hyena_1080,5,9,19,4,NA,NA,NA,NA
Hyena_1081,6,6,2,5,6,NA,NA,NA
Hyena_1082,6,6,2,5,6,NA,NA,NA
Hyena_1083,4,6,5,NA,NA,NA,NA,NA
Hyena_1084,7,4,3,2,5,6,NA,NA
Hyena_1085,6,1,6,1,6,NA,NA,NA
Hyena_1086,6,11,8,1,2,NA,NA,NA
Hyena_1087,6,6,4,7,4,NA,NA,NA
Hyena_1088,5,9,19,4,NA,NA,NA,NA
Hyena_1089,5,9,19,4,NA,NA,NA,NA
Hyena_1090,5,7,15,5,NA,NA,NA,NA
Hyena_1091,5,7,15,5,NA,NA,NA,NA
Hyena_1092,7,12,20,2,2,2,NA,NA
Hyena_1093,7,12,20,2,2,2,NA,NA
Hyena_1094,5,9,13,5,NA,NA,NA,NA
Hyena_1118,2,10,NA,NA,NA,NA,NA,NA
Hyena_1119,2,10,NA,NA,NA,NA,NA,NA
Hyena_1120,3,4,NA,NA,NA,NA,NA,NA
Hyena_1121,3,5,NA,NA,NA,NA,NA,NA
Hyena_1122,3,11,NA,NA,NA,NA,NA,NA
Hyena_1123,3,11,NA,NA,NA,NA,NA,NA
Hyena_1124,3,3,NA,NA,NA,NA,NA,NA
Hyena_1125,3,3,NA,NA,NA,NA,NA,NA
Hyena_1126,2,1,NA,NA,NA,NA,NA,NA
Hyena_1127,2,11,NA,NA,NA,NA,NA,NA
Hyena_1128,3,2,NA,NA,NA,NA,NA,NA
Hyena_1129,2,15,NA,NA,NA,NA,NA,NA
Hyena_1130,2,15,NA,NA,NA,NA,NA,NA
Hyena_1131,4,7,NA,NA,NA,NA,NA,NA
Hyena_1132,2,9,NA,NA,NA,NA,NA,NA
Hyena_1133,4,4,NA,NA,NA,NA,NA,NA
Hyena_1134,3,3,NA,NA,NA,NA,NA,NA
Hyena_1135,3,3,NA,NA,NA,NA,NA,NA
Hyena_1136,3,12,NA,NA,NA,NA,NA,NA
Hyena_1137,2,8,NA,NA,NA,NA,NA,NA
Hyena_1138,2,8,NA,NA,NA,NA,NA,NA
Hyena_1139,3,1,NA,NA,NA,NA,NA,NA
Hyena_1140,3,1,NA,NA,NA,NA,NA,NA
Hyena_1141,3,5,NA,NA,NA,NA,NA,NA
Hyena_1142,3,5,NA,NA,NA,NA,NA,NA
Hyena_1143,3,3,NA,NA,NA,NA,NA,NA
Hyena_1144,3,3,NA,NA,NA,NA,NA,NA
Hyena_1145,3,13,NA,NA,NA,NA,NA,NA
Hyena_1146,3,6,NA,NA,NA,NA,NA,NA
Hyena_1147,3,6,NA,NA,NA,NA,NA,NA
Hyena_1148,2,8,NA,NA,NA,NA,NA,NA
Hyena_1149,3,1,1,NA,NA,NA,NA,NA
Hyena_1150,3,12,NA,NA,NA,NA,NA,NA
Hyena_1151,2,11,NA,NA,NA,NA,NA,NA
Hyena_1152,4,7,NA,NA,NA,NA,NA,NA
Hyena_1153,3,1,1,NA,NA,NA,NA,NA
Hyena_1154,3,2,NA,NA,NA,NA,NA,NA
Hyena_1155,3,2,NA,NA,NA,NA,NA,NA
Hyena_1156,2,9,NA,NA,NA,NA,NA,NA
Hyena_1157,2,11,NA,NA,NA,NA,NA,NA
Hyena_1158,2,11,NA,NA,NA,NA,NA,NA
Hyena_1159,4,7,NA,NA,NA,NA,NA,NA
Hyena_1160,4,7,NA,NA,NA,NA,NA,NA
Hyena_1161,3,5,NA,NA,NA,NA,NA,NA
Hyena_1162,3,5,NA,NA,NA,NA,NA,NA
Hyena_1163,2,11,NA,NA,NA,NA,NA,NA
Hyena_1164,2,11,NA,NA,NA,NA,NA,NA
Hyena_1165,3,7,NA,NA,NA,NA,NA,NA
Hyena_1166,3,1,1,NA,NA,NA,NA,NA
Hyena_1167,3,2,NA,NA,NA,NA,NA,NA
Hyena_1168,3,2,NA,NA,NA,NA,NA,NA
Hyena_1169,3,17,NA,NA,NA,NA,NA,NA
Hyena_1170,3,17,NA,NA,NA,NA,NA,NA
Hyena_1171,2,13,NA,NA,NA,NA,NA,NA
Hyena_1172,4,4,1,NA,NA,NA,NA,NA
Hyena_1173,4,7,3,NA,NA,NA,NA,NA
Hyena_1174,3,1,1,NA,NA,NA,NA,NA
Hyena_1175,3,1,1,NA,NA,NA,NA,NA
Hyena_1176,4,3,1,NA,NA,NA,NA,NA
Hyena_1177,4,3,1,NA,NA,NA,NA,NA
Hyena_1178,3,5,NA,NA,NA,NA,NA,NA
Hyena_1179,3,5,NA,NA,NA,NA,NA,NA
Hyena_1180,4,19,11,NA,NA,NA,NA,NA
Hyena_1181,4,12,NA,NA,NA,NA,NA,NA
Hyena_1182,4,10,NA,NA,NA,NA,NA,NA
Hyena_1183,4,3,1,NA,NA,NA,NA,NA
Hyena_1184,4,3,1,NA,NA,NA,NA,NA
Hyena_1185,3,8,NA,NA,NA,NA,NA,NA
Hyena_1186,3,8,NA,NA,NA,NA,NA,NA
Hyena_1187,4,4,1,NA,NA,NA,NA,NA
Hyena_1188,4,4,1,NA,NA,NA,NA,NA
Hyena_1189,2,14,NA,NA,NA,NA,NA,NA
Hyena_1190,4,14,NA,NA,NA,NA,NA,NA
Hyena_1191,3,13,NA,NA,NA,NA,NA,NA
Hyena_1192,3,13,NA,NA,NA,NA,NA,NA
Hyena_1193,4,21,11,NA,NA,NA,NA,NA
Hyena_1194,4,21,11,NA,NA,NA,NA,NA
Hyena_1195,2,19,NA,NA,NA,NA,NA,NA
Hyena_1196,2,19,NA,NA,NA,NA,NA,NA
Hyena_1197,3,2,NA,NA,NA,NA,NA,NA
Hyena_1198,3,2,NA,NA,NA,NA,NA,NA
Hyena_1199,4,10,3,NA,NA,NA,NA,NA
Hyena_1200,4,10,3,NA,NA,NA,NA,NA
Hyena_1201,3,1,1,NA,NA,NA,NA,NA
Hyena_1202,4,8,3,NA,NA,NA,NA,NA
Hyena_1203,4,8,3,NA,NA,NA,NA,NA
Hyena_1204,4,8,3,NA,NA,NA,NA,NA
Hyena_1205,4,8,3,NA,NA,NA,NA,NA
Hyena_1206,3,23,NA,NA,NA,NA,NA,NA
Hyena_1207,3,23,NA,NA,NA,NA,NA,NA
Hyena_1208,2,19,NA,NA,NA,NA,NA,NA
Hyena_1209,3,2,NA,NA,NA,NA,NA,NA
Hyena_1210,3,2,NA,NA,NA,NA,NA,NA
Hyena_1211,4,21,12,NA,NA,NA,NA,NA
Hyena_1212,4,21,12,NA,NA,NA,NA,NA
Hyena_1213,4,12,NA,NA,NA,NA,NA,NA
Hyena_1214,3,6,NA,NA,NA,NA,NA,NA
Hyena_1215,4,7,5,NA,NA,NA,NA,NA
Hyena_1216,5,14,7,NA,NA,NA,NA,NA
Hyena_1217,4,4,1,NA,NA,NA,NA,NA
Hyena_1218,4,4,1,NA,NA,NA,NA,NA
Hyena_1219,4,6,1,NA,NA,NA,NA,NA
Hyena_1220,2,19,NA,NA,NA,NA,NA,NA
Hyena_1221,2,19,NA,NA,NA,NA,NA,NA
Hyena_1222,2,19,NA,NA,NA,NA,NA,NA
Hyena_1223,3,13,NA,NA,NA,NA,NA,NA
Hyena_1224,3,1,1,NA,NA,NA,NA,NA
Hyena_1225,3,1,1,NA,NA,NA,NA,NA
Hyena_1226,3,21,9,NA,NA,NA,NA,NA
Hyena_1227,4,26,11,NA,NA,NA,NA,NA
Hyena_1228,4,15,3,NA,NA,NA,NA,NA
Hyena_1229,4,15,3,NA,NA,NA,NA,NA
Hyena_1230,3,2,NA,NA,NA,NA,NA,NA
Hyena_1231,4,8,1,NA,NA,NA,NA,NA
Hyena_1232,4,13,5,NA,NA,NA,NA,NA
Hyena_1233,4,18,3,NA,NA,NA,NA,NA
Hyena_1234,5,23,7,NA,NA,NA,NA,NA
Hyena_1235,4,14,3,NA,NA,NA,NA,NA
Hyena_1236,4,14,3,NA,NA,NA,NA,NA
Hyena_1237,5,10,4,1,NA,NA,NA,NA
Hyena_1238,4,20,NA,NA,NA,NA,NA,NA
Hyena_1239,3,1,1,NA,NA,NA,NA,NA
Hyena_1240,3,1,1,NA,NA,NA,NA,NA
Hyena_1241,4,5,1,NA,NA,NA,NA,NA
Hyena_1242,4,5,1,NA,NA,NA,NA,NA
Hyena_1243,3,31,NA,NA,NA,NA,NA,NA
Hyena_1244,3,31,NA,NA,NA,NA,NA,NA
Hyena_1245,3,11,NA,NA,NA,NA,NA,NA
Hyena_1246,4,21,NA,NA,NA,NA,NA,NA
Hyena_1247,4,21,NA,NA,NA,NA,NA,NA
Hyena_1248,5,6,3,1,NA,NA,NA,NA
Hyena_1249,4,3,2,NA,NA,NA,NA,NA
Hyena_1250,4,12,3,NA,NA,NA,NA,NA
Hyena_1251,4,12,3,NA,NA,NA,NA,NA
Hyena_1252,4,28,17,NA,NA,NA,NA,NA
Hyena_1253,2,25,NA,NA,NA,NA,NA,NA
Hyena_1254,4,8,1,NA,NA,NA,NA,NA
Hyena_1255,3,15,NA,NA,NA,NA,NA,NA
Hyena_1256,3,15,NA,NA,NA,NA,NA,NA
Hyena_1257,3,2,NA,NA,NA,NA,NA,NA
Hyena_1258,3,2,NA,NA,NA,NA,NA,NA
Hyena_1259,4,22,NA,NA,NA,NA,NA,NA
Hyena_1260,5,13,7,3,NA,NA,NA,NA
Hyena_1261,5,21,7,NA,NA,NA,NA,NA
Hyena_1262,5,21,7,NA,NA,NA,NA,NA
Hyena_1263,4,12,3,NA,NA,NA,NA,NA
Hyena_1264,4,12,3,NA,NA,NA,NA,NA
Hyena_1265,5,5,3,1,NA,NA,NA,NA
Hyena_1266,5,5,3,1,NA,NA,NA,NA
Hyena_1267,4,11,3,NA,NA,NA,NA,NA
Hyena_1268,4,11,3,NA,NA,NA,NA,NA
Hyena_1269,2,22,NA,NA,NA,NA,NA,NA
Hyena_1270,2,22,NA,NA,NA,NA,NA,NA
Hyena_1271,4,3,2,NA,NA,NA,NA,NA
Hyena_1272,5,6,3,1,NA,NA,NA,NA
Hyena_1273,3,1,1,NA,NA,NA,NA,NA
Hyena_1274,3,1,1,NA,NA,NA,NA,NA
Hyena_1275,5,6,3,1,NA,NA,NA,NA
Hyena_1276,4,10,5,NA,NA,NA,NA,NA
Hyena_1277,4,9,5,NA,NA,NA,NA,NA
Hyena_1278,2,24,NA,NA,NA,NA,NA,NA
Hyena_1279,2,24,NA,NA,NA,NA,NA,NA
Hyena_1280,4,25,11,NA,NA,NA,NA,NA
Hyena_1281,4,28,17,NA,NA,NA,NA,NA
Hyena_1282,4,2,2,NA,NA,NA,NA,NA
Hyena_1283,4,2,2,NA,NA,NA,NA,NA
Hyena_1284,4,26,17,NA,NA,NA,NA,NA
Hyena_1285,4,26,17,NA,NA,NA,NA,NA
Hyena_1286,5,5,3,1,NA,NA,NA,NA
Hyena_1287,4,23,11,NA,NA,NA,NA,NA
Hyena_1288,4,23,11,NA,NA,NA,NA,NA
Hyena_1289,4,6,1,NA,NA,NA,NA,NA
Hyena_1290,5,3,4,1,NA,NA,NA,NA
Hyena_1291,4,15,NA,NA,NA,NA,NA,NA
Hyena_1292,2,20,NA,NA,NA,NA,NA,NA
Hyena_1293,2,20,NA,NA,NA,NA,NA,NA
Hyena_1294,4,9,5,NA,NA,NA,NA,NA
Hyena_1295,4,9,5,NA,NA,NA,NA,NA
Hyena_1296,3,13,NA,NA,NA,NA,NA,NA
Hyena_1297,4,5,1,NA,NA,NA,NA,NA
Hyena_1298,4,5,1,NA,NA,NA,NA,NA
Hyena_1299,5,26,21,11,NA,NA,NA,NA
Hyena_1300,5,26,21,11,NA,NA,NA,NA
Hyena_1301,4,11,3,NA,NA,NA,NA,NA
Hyena_1302,5,4,3,1,NA,NA,NA,NA
Hyena_1303,5,4,3,1,NA,NA,NA,NA
Hyena_1304,3,10,1,NA,NA,NA,NA,NA
Hyena_1305,5,2,5,1,NA,NA,NA,NA
Hyena_1306,5,1,5,1,NA,NA,NA,NA
Hyena_1307,5,13,7,3,NA,NA,NA,NA
Hyena_1308,5,13,7,3,NA,NA,NA,NA
Hyena_1309,5,7,4,1,NA,NA,NA,NA
Hyena_1310,5,7,4,1,NA,NA,NA,NA
Hyena_1311,4,5,1,NA,NA,NA,NA,NA
Hyena_1312,4,5,1,NA,NA,NA,NA,NA
Hyena_1313,5,9,3,1,NA,NA,NA,NA
Hyena_1314,3,11,1,NA,NA,NA,NA,NA
Hyena_1315,5,21,7,NA,NA,NA,NA,NA
Hyena_1316,5,21,7,NA,NA,NA,NA,NA
Hyena_1317,4,8,2,NA,NA,NA,NA,NA
Hyena_1318,5,20,14,NA,NA,NA,NA,NA
Hyena_1319,4,25,17,NA,NA,NA,NA,NA
Hyena_1320,4,25,17,NA,NA,NA,NA,NA
Hyena_1321,5,18,10,3,NA,NA,NA,NA
Hyena_1322,5,2,5,1,NA,NA,NA,NA
Hyena_1323,5,2,5,1,NA,NA,NA,NA
Hyena_1324,5,6,8,1,NA,NA,NA,NA
Hyena_1325,5,23,21,11,NA,NA,NA,NA
Hyena_1326,4,29,17,NA,NA,NA,NA,NA
Hyena_1327,4,29,17,NA,NA,NA,NA,NA
Hyena_1328,5,4,3,1,NA,NA,NA,NA
Hyena_1329,5,4,3,1,NA,NA,NA,NA
Hyena_1330,4,14,3,NA,NA,NA,NA,NA
Hyena_1331,4,27,11,NA,NA,NA,NA,NA
Hyena_1332,3,16,NA,NA,NA,NA,NA,NA
Hyena_1333,5,29,26,11,NA,NA,NA,NA
Hyena_1334,5,2,5,1,NA,NA,NA,NA
Hyena_1335,5,2,5,1,NA,NA,NA,NA
Hyena_1336,5,1,5,1,NA,NA,NA,NA
Hyena_1337,5,21,18,3,NA,NA,NA,NA
Hyena_1338,4,20,13,NA,NA,NA,NA,NA
Hyena_1339,4,20,13,NA,NA,NA,NA,NA
Hyena_1340,4,20,13,NA,NA,NA,NA,NA
Hyena_1341,4,27,17,NA,NA,NA,NA,NA
Hyena_1342,2,29,NA,NA,NA,NA,NA,NA
Hyena_1343,5,11,3,1,NA,NA,NA,NA
Hyena_1344,5,11,3,1,NA,NA,NA,NA
Hyena_1345,4,5,1,NA,NA,NA,NA,NA
Hyena_1346,4,5,1,NA,NA,NA,NA,NA
Hyena_1347,4,9,2,NA,NA,NA,NA,NA
Hyena_1348,4,9,2,NA,NA,NA,NA,NA
Hyena_1349,5,17,7,3,NA,NA,NA,NA
Hyena_1350,5,17,7,3,NA,NA,NA,NA
Hyena_1351,5,8,4,1,NA,NA,NA,NA
Hyena_1352,4,13,5,NA,NA,NA,NA,NA
Hyena_1353,4,13,5,NA,NA,NA,NA,NA
Hyena_1354,5,7,8,1,NA,NA,NA,NA
Hyena_1355,5,4,3,1,NA,NA,NA,NA
Hyena_1356,5,1,5,1,NA,NA,NA,NA
Hyena_1357,5,1,5,1,NA,NA,NA,NA
Hyena_1358,5,6,5,1,NA,NA,NA,NA
Hyena_1359,4,37,17,NA,NA,NA,NA,NA
Hyena_1360,4,37,17,NA,NA,NA,NA,NA
Hyena_1361,4,34,21,9,NA,NA,NA,NA
Hyena_1362,5,32,26,11,NA,NA,NA,NA
Hyena_1363,5,27,14,NA,NA,NA,NA,NA
Hyena_1364,5,23,18,3,NA,NA,NA,NA
Hyena_1365,5,2,5,1,NA,NA,NA,NA
Hyena_1366,5,2,5,1,NA,NA,NA,NA
Hyena_1367,5,16,3,1,NA,NA,NA,NA
Hyena_1368,5,16,3,1,NA,NA,NA,NA
Hyena_1369,5,9,8,1,NA,NA,NA,NA
Hyena_1370,5,9,8,1,NA,NA,NA,NA
Hyena_1371,5,1,5,1,NA,NA,NA,NA
Hyena_1372,5,1,5,1,NA,NA,NA,NA
Hyena_1373,4,13,2,NA,NA,NA,NA,NA
Hyena_1374,4,6,1,NA,NA,NA,NA,NA
Hyena_1375,4,6,1,NA,NA,NA,NA,NA
Hyena_1376,5,10,4,1,NA,NA,NA,NA
Hyena_1377,4,36,11,NA,NA,NA,NA,NA
Hyena_1378,5,15,2,2,NA,NA,NA,NA
Hyena_1379,6,17,5,3,1,NA,NA,NA
Hyena_1380,5,19,9,5,NA,NA,NA,NA
Hyena_1381,3,20,1,NA,NA,NA,NA,NA
Hyena_1382,5,25,10,3,NA,NA,NA,NA
Hyena_1383,5,25,10,3,NA,NA,NA,NA
Hyena_1384,5,5,3,1,NA,NA,NA,NA
Hyena_1385,5,5,3,1,NA,NA,NA,NA
Hyena_1386,5,23,7,3,NA,NA,NA,NA
Hyena_1387,5,22,11,3,NA,NA,NA,NA
Hyena_1388,5,8,5,1,NA,NA,NA,NA
Hyena_1389,5,8,5,1,NA,NA,NA,NA
Hyena_1390,5,9,5,1,NA,NA,NA,NA
Hyena_1391,5,9,5,1,NA,NA,NA,NA
Hyena_1392,6,18,5,3,1,NA,NA,NA
Hyena_1393,4,35,17,NA,NA,NA,NA,NA
Hyena_1394,4,35,17,NA,NA,NA,NA,NA
Hyena_1395,4,24,13,NA,NA,NA,NA,NA
Hyena_1396,4,24,13,NA,NA,NA,NA,NA
Hyena_1397,5,34,26,11,NA,NA,NA,NA
Hyena_1398,5,34,26,11,NA,NA,NA,NA
Hyena_1399,4,41,21,9,NA,NA,NA,NA
Hyena_1400,5,20,9,5,NA,NA,NA,NA
Hyena_1401,5,20,9,5,NA,NA,NA,NA
Hyena_1402,4,38,17,NA,NA,NA,NA,NA
Hyena_1403,4,38,17,NA,NA,NA,NA,NA
Hyena_1404,5,34,21,11,NA,NA,NA,NA
Hyena_1405,5,34,21,11,NA,NA,NA,NA
Hyena_1406,4,37,11,NA,NA,NA,NA,NA
Hyena_1407,6,3,1,5,1,NA,NA,NA
Hyena_1408,5,2,5,1,NA,NA,NA,NA
Hyena_1409,5,2,5,1,NA,NA,NA,NA
Hyena_1410,5,28,15,NA,NA,NA,NA,NA
Hyena_1411,5,30,7,NA,NA,NA,NA,NA
Hyena_1412,5,1,5,1,NA,NA,NA,NA
Hyena_1413,5,1,5,1,NA,NA,NA,NA
Hyena_1414,6,29,21,7,NA,NA,NA,NA
Hyena_1415,5,10,8,1,NA,NA,NA,NA
Hyena_1416,5,10,8,1,NA,NA,NA,NA
Hyena_1417,4,20,5,NA,NA,NA,NA,NA
Hyena_1418,6,13,7,4,1,NA,NA,NA
Hyena_1419,5,28,15,NA,NA,NA,NA,NA
Hyena_1420,5,28,15,NA,NA,NA,NA,NA
Hyena_1421,6,30,21,7,NA,NA,NA,NA
Hyena_1422,6,7,4,3,1,NA,NA,NA
Hyena_1423,6,7,4,3,1,NA,NA,NA
Hyena_1424,5,26,18,3,NA,NA,NA,NA
Hyena_1425,5,26,18,3,NA,NA,NA,NA
Hyena_1426,4,15,2,NA,NA,NA,NA,NA
Hyena_1427,5,19,3,1,NA,NA,NA,NA
Hyena_1428,4,8,1,NA,NA,NA,NA,NA
Hyena_1429,5,9,5,1,NA,NA,NA,NA
Hyena_1430,5,1,5,1,NA,NA,NA,NA
Hyena_1431,5,1,5,1,NA,NA,NA,NA
Hyena_1432,5,6,3,1,NA,NA,NA,NA
Hyena_1433,6,19,5,3,1,NA,NA,NA
Hyena_1434,5,17,2,2,NA,NA,NA,NA
Hyena_1435,5,3,5,1,NA,NA,NA,NA
Hyena_1436,5,3,5,1,NA,NA,NA,NA
Hyena_1437,5,14,5,1,NA,NA,NA,NA
Hyena_1438,6,4,1,5,1,NA,NA,NA
Hyena_1439,5,29,7,3,NA,NA,NA,NA
Hyena_1440,5,29,7,3,NA,NA,NA,NA
Hyena_1441,5,13,5,1,NA,NA,NA,NA
Hyena_1442,5,13,5,1,NA,NA,NA,NA
Hyena_1443,6,7,1,5,1,NA,NA,NA
