ID,n_generation,rank_G0,rank_G1,rank_G2,rank_G3,rank_G4
Hyena_2167,2,2,13,NA,NA,NA
Hyena_2168,3,9,2,NA,NA,NA
Hyena_2169,3,9,2,NA,NA,NA
Hyena_2172,3,1,2,NA,NA,NA
Hyena_2173,3,5,3,NA,NA,NA
Hyena_2174,3,6,2,NA,NA,NA
Hyena_2175,3,9,NA,NA,NA,NA
Hyena_2176,3,1,6,NA,NA,NA
Hyena_2177,3,1,6,NA,NA,NA
Hyena_2178,2,5,13,NA,NA,NA
Hyena_2179,3,2,6,NA,NA,NA
Hyena_2181,3,6,5,NA,NA,NA
Hyena_2182,2,7,13,NA,NA,NA
Hyena_2183,3,4,5,NA,NA,NA
Hyena_2186,3,3,3,NA,NA,NA
Hyena_2187,3,3,3,NA,NA,NA
Hyena_2188,3,8,3,NA,NA,NA
Hyena_2189,2,6,13,NA,NA,NA
Hyena_2190,2,5,13,NA,NA,NA
Hyena_2192,3,1,2,NA,NA,NA
Hyena_2193,3,1,2,NA,NA,NA
Hyena_2194,3,4,6,NA,NA,NA
Hyena_2195,3,4,6,NA,NA,NA
Hyena_2196,3,2,4,NA,NA,NA
Hyena_2197,3,2,4,NA,NA,NA
Hyena_2198,3,10,5,NA,NA,NA
Hyena_2199,3,10,5,NA,NA,NA
Hyena_2200,2,3,NA,NA,NA,NA
Hyena_2201,2,3,NA,NA,NA,NA
Hyena_2202,3,13,2,NA,NA,NA
Hyena_2203,3,6,6,NA,NA,NA
Hyena_2204,3,6,5,NA,NA,NA
Hyena_2205,3,11,2,NA,NA,NA
Hyena_2206,3,8,5,NA,NA,NA
Hyena_2207,2,8,13,NA,NA,NA
Hyena_2208,3,1,3,NA,NA,NA
Hyena_2209,3,1,3,NA,NA,NA
Hyena_2210,3,1,3,NA,NA,NA
Hyena_2211,3,14,6,NA,NA,NA
Hyena_2213,3,5,4,NA,NA,NA
Hyena_2214,3,12,5,NA,NA,NA
Hyena_2215,2,4,NA,NA,NA,NA
Hyena_2216,2,4,NA,NA,NA,NA
Hyena_2218,3,10,5,NA,NA,NA
Hyena_2219,3,10,5,NA,NA,NA
Hyena_2220,4,3,6,2,NA,NA
Hyena_2221,4,1,8,5,NA,NA
Hyena_2222,4,1,8,5,NA,NA
Hyena_2223,3,7,5,NA,NA,NA
Hyena_2224,3,2,4,NA,NA,NA
Hyena_2225,4,3,4,5,NA,NA
Hyena_2226,3,2,6,NA,NA,NA
Hyena_2227,3,9,6,NA,NA,NA
Hyena_2228,3,12,5,NA,NA,NA
Hyena_2229,3,12,5,NA,NA,NA
Hyena_2230,4,8,6,2,NA,NA
Hyena_2231,4,4,2,NA,NA,NA
Hyena_2232,3,7,5,NA,NA,NA
Hyena_2233,3,7,5,NA,NA,NA
Hyena_2234,4,20,8,5,NA,NA
Hyena_2236,4,1,6,2,NA,NA
Hyena_2239,4,14,8,5,NA,NA
Hyena_2240,4,14,8,5,NA,NA
Hyena_2242,2,16,NA,NA,NA,NA
Hyena_2245,3,1,5,NA,NA,NA
Hyena_2246,3,1,5,NA,NA,NA
Hyena_2247,3,1,5,NA,NA,NA
Hyena_2248,3,9,5,NA,NA,NA
Hyena_2249,4,2,8,5,NA,NA
Hyena_2250,4,2,8,5,NA,NA
Hyena_2251,4,4,8,5,NA,NA
Hyena_2252,4,5,4,5,NA,NA
Hyena_2255,3,4,6,NA,NA,NA
Hyena_2256,3,4,6,NA,NA,NA
Hyena_2257,2,15,NA,NA,NA,NA
Hyena_2259,2,1,NA,NA,NA,NA
Hyena_2260,3,1,11,NA,NA,NA
Hyena_2261,2,3,NA,NA,NA,NA
Hyena_2266,3,16,2,NA,NA,NA
Hyena_2267,3,16,2,NA,NA,NA
Hyena_2268,3,13,3,NA,NA,NA
Hyena_2269,3,13,3,NA,NA,NA
Hyena_2270,3,9,3,NA,NA,NA
Hyena_2275,3,2,4,NA,NA,NA
Hyena_2277,4,5,13,20,NA,NA
Hyena_2278,3,5,3,NA,NA,NA
Hyena_2280,3,10,3,NA,NA,NA
Hyena_2281,3,10,3,NA,NA,NA
Hyena_2282,4,4,7,7,NA,NA
Hyena_2284,4,8,7,7,NA,NA
Hyena_2285,4,8,7,7,NA,NA
Hyena_2286,4,2,7,7,NA,NA
Hyena_2287,4,2,7,7,NA,NA
Hyena_2288,4,16,20,7,NA,NA
Hyena_2289,4,12,7,7,NA,NA
Hyena_2290,3,17,3,NA,NA,NA
Hyena_2295,4,6,7,7,NA,NA
Hyena_2296,2,11,NA,NA,NA,NA
Hyena_2297,4,11,20,7,NA,NA
Hyena_2298,4,2,7,7,NA,NA
Hyena_2300,3,15,5,NA,NA,NA
Hyena_2301,3,15,5,NA,NA,NA
Hyena_2302,4,12,7,7,NA,NA
Hyena_2303,4,12,7,7,NA,NA
Hyena_2304,3,3,4,NA,NA,NA
Hyena_2305,2,18,NA,NA,NA,NA
Hyena_2306,4,12,20,7,NA,NA
Hyena_2307,4,12,20,7,NA,NA
Hyena_2308,4,2,7,7,NA,NA
Hyena_2309,3,1,5,NA,NA,NA
Hyena_2310,2,5,NA,NA,NA,NA
Hyena_2311,2,5,NA,NA,NA,NA
Hyena_2313,3,15,5,NA,NA,NA
Hyena_2315,4,6,7,7,NA,NA
Hyena_2316,3,9,5,NA,NA,NA
Hyena_2317,3,9,5,NA,NA,NA
Hyena_2318,3,17,3,NA,NA,NA
Hyena_2319,2,17,NA,NA,NA,NA
Hyena_2320,3,1,5,NA,NA,NA
Hyena_2321,2,3,NA,NA,NA,NA
Hyena_2322,3,12,3,NA,NA,NA
Hyena_2323,4,8,20,7,NA,NA
Hyena_2324,3,1,4,NA,NA,NA
Hyena_2325,2,4,NA,NA,NA,NA
Hyena_2328,4,12,32,3,NA,NA
Hyena_2330,4,1,20,7,NA,NA
Hyena_2333,3,7,6,18,NA,NA
Hyena_2334,5,5,1,1,2,NA
Hyena_2335,4,7,20,7,NA,NA
Hyena_2336,5,1,1,1,2,NA
Hyena_2337,2,9,NA,NA,NA,NA
Hyena_2338,2,9,NA,NA,NA,NA
Hyena_2342,5,3,1,1,2,NA
Hyena_2343,5,8,1,1,2,NA
Hyena_2344,4,6,20,7,NA,NA
Hyena_2346,5,5,1,1,2,NA
Hyena_2350,5,2,1,1,2,NA
Hyena_2357,2,NA,NA,NA,NA,NA
Hyena_2358,2,1,NA,NA,NA,NA
Hyena_2359,2,1,NA,NA,NA,NA
Hyena_2360,2,1,NA,NA,NA,NA
Hyena_2361,2,2,NA,NA,NA,NA
Hyena_2362,2,3,NA,NA,NA,NA
Hyena_2363,2,3,NA,NA,NA,NA
Hyena_2365,2,2,NA,NA,NA,NA
Hyena_2366,2,2,NA,NA,NA,NA
Hyena_2367,2,4,NA,NA,NA,NA
Hyena_2368,3,6,NA,NA,NA,NA
Hyena_2369,3,6,NA,NA,NA,NA
Hyena_2370,2,2,NA,NA,NA,NA
Hyena_2372,2,1,NA,NA,NA,NA
Hyena_2376,2,3,NA,NA,NA,NA
Hyena_2377,2,3,NA,NA,NA,NA
Hyena_2381,2,5,NA,NA,NA,NA
Hyena_2388,3,2,4,NA,NA,NA
Hyena_2389,3,2,4,NA,NA,NA
Hyena_2390,2,3,NA,NA,NA,NA
Hyena_2392,2,1,NA,NA,NA,NA
Hyena_2393,2,1,NA,NA,NA,NA
Hyena_2394,3,5,4,NA,NA,NA
Hyena_2395,3,4,4,NA,NA,NA
Hyena_2396,3,1,4,NA,NA,NA
Hyena_2397,3,1,4,NA,NA,NA
Hyena_2399,3,1,5,NA,NA,NA
Hyena_2400,3,1,5,NA,NA,NA
Hyena_2401,2,6,NA,NA,NA,NA
Hyena_2402,2,6,NA,NA,NA,NA
Hyena_2403,3,2,2,NA,NA,NA
Hyena_2404,3,1,5,NA,NA,NA
Hyena_2405,3,1,5,NA,NA,NA
Hyena_2407,3,4,7,NA,NA,NA
Hyena_2408,3,4,7,NA,NA,NA
Hyena_2411,3,9,5,NA,NA,NA
Hyena_2413,3,1,4,NA,NA,NA
Hyena_2414,3,1,4,NA,NA,NA
Hyena_2415,3,6,4,NA,NA,NA
Hyena_2416,3,6,4,NA,NA,NA
Hyena_2417,3,2,7,NA,NA,NA
Hyena_2418,3,2,7,NA,NA,NA
Hyena_2419,3,7,7,NA,NA,NA
Hyena_2420,3,7,7,NA,NA,NA
Hyena_2421,3,8,7,NA,NA,NA
Hyena_2422,3,4,2,NA,NA,NA
Hyena_2423,3,3,15,NA,NA,NA
Hyena_2424,3,1,5,NA,NA,NA
Hyena_2426,3,9,15,NA,NA,NA
Hyena_2428,3,1,5,NA,NA,NA
Hyena_2429,3,1,5,NA,NA,NA
Hyena_2430,5,4,7,4,4,NA
Hyena_2431,3,3,15,NA,NA,NA
Hyena_2432,3,3,15,NA,NA,NA
Hyena_2433,3,6,8,NA,NA,NA
Hyena_2434,5,6,7,4,4,NA
Hyena_2435,3,12,2,NA,NA,NA
Hyena_2436,3,9,3,NA,NA,NA
Hyena_2437,3,5,15,NA,NA,NA
Hyena_2438,3,5,15,NA,NA,NA
Hyena_2439,3,13,3,NA,NA,NA
Hyena_2441,3,1,5,NA,NA,NA
Hyena_2442,3,1,5,NA,NA,NA
Hyena_2443,5,2,7,4,4,NA
Hyena_2444,3,2,3,NA,NA,NA
Hyena_2448,3,7,8,NA,NA,NA
Hyena_2449,3,7,8,NA,NA,NA
Hyena_2450,3,1,8,NA,NA,NA
Hyena_2451,3,1,8,NA,NA,NA
Hyena_2452,4,6,23,3,NA,NA
Hyena_2453,5,6,2,6,NA,NA
Hyena_2455,3,10,5,NA,NA,NA
Hyena_2456,2,2,18,NA,NA,NA
Hyena_2457,2,2,18,NA,NA,NA
Hyena_2458,3,6,5,NA,NA,NA
Hyena_2459,3,6,5,NA,NA,NA
Hyena_2460,5,5,2,6,NA,NA
Hyena_2461,3,5,15,NA,NA,NA
Hyena_2462,2,4,18,NA,NA,NA
Hyena_2463,5,13,7,4,4,NA
Hyena_2464,4,15,9,5,NA,NA
Hyena_2465,4,15,9,5,NA,NA
Hyena_2466,3,3,15,NA,NA,NA
Hyena_2467,3,3,15,NA,NA,NA
Hyena_2469,3,1,5,NA,NA,NA
Hyena_2470,3,1,5,NA,NA,NA
Hyena_2471,5,10,7,4,4,NA
Hyena_2477,3,3,25,NA,NA,NA
Hyena_2478,3,3,25,NA,NA,NA
Hyena_2479,3,18,7,NA,NA,NA
Hyena_2480,4,18,23,3,NA,NA
Hyena_2482,3,16,25,NA,NA,NA
Hyena_2483,3,16,25,NA,NA,NA
Hyena_2484,3,1,8,NA,NA,NA
Hyena_2485,3,1,8,NA,NA,NA
Hyena_2486,2,5,18,NA,NA,NA
Hyena_2488,2,2,18,NA,NA,NA
Hyena_2489,3,6,15,NA,NA,NA
Hyena_2490,5,13,7,4,4,NA
Hyena_2491,3,4,15,NA,NA,NA
Hyena_2492,4,25,9,5,NA,NA
Hyena_2493,3,22,25,NA,NA,NA
Hyena_2494,3,22,25,NA,NA,NA
Hyena_2495,4,15,5,4,NA,NA
Hyena_2496,4,21,13,3,NA,NA
Hyena_2498,3,4,8,NA,NA,NA
Hyena_2499,3,4,8,NA,NA,NA
Hyena_2500,4,11,11,14,NA,NA
Hyena_2501,2,6,18,NA,NA,NA
Hyena_2502,5,22,7,4,4,NA
Hyena_2503,5,26,2,6,NA,NA
Hyena_2504,5,26,2,6,NA,NA
Hyena_2505,5,7,2,6,NA,NA
Hyena_2506,4,16,2,1,NA,NA
Hyena_2507,4,16,2,1,NA,NA
Hyena_2508,3,1,8,NA,NA,NA
Hyena_2510,4,3,11,14,NA,NA
Hyena_2511,4,3,11,14,NA,NA
Hyena_2512,4,5,9,5,NA,NA
Hyena_2513,4,5,9,5,NA,NA
Hyena_2514,5,12,3,4,5,NA
Hyena_2515,5,12,3,4,5,NA
Hyena_2516,4,10,5,4,NA,NA
Hyena_2517,4,8,5,4,NA,NA
Hyena_2518,2,2,18,NA,NA,NA
Hyena_2519,2,2,18,NA,NA,NA
Hyena_2520,3,20,25,NA,NA,NA
Hyena_2521,3,20,25,NA,NA,NA
Hyena_2522,5,28,11,6,NA,NA
Hyena_2523,5,28,11,6,NA,NA
Hyena_2524,3,20,15,NA,NA,NA
Hyena_2525,4,1,11,14,NA,NA
Hyena_2526,4,9,13,3,NA,NA
Hyena_2529,5,11,2,6,NA,NA
Hyena_2530,3,11,8,NA,NA,NA
Hyena_2531,4,32,8,14,NA,NA
Hyena_2532,4,23,20,14,NA,NA
Hyena_2533,5,28,7,4,4,NA
Hyena_2534,4,4,13,3,NA,NA
Hyena_2535,4,17,23,3,NA,NA
Hyena_2536,4,26,8,14,NA,NA
Hyena_2537,4,3,9,5,NA,NA
Hyena_2538,5,3,15,9,5,NA
Hyena_2539,4,12,11,14,NA,NA
Hyena_2540,4,15,6,2,NA,NA
Hyena_2541,4,26,20,14,NA,NA
Hyena_2543,5,14,5,24,3,NA
Hyena_2544,5,24,8,1,5,NA
Hyena_2545,5,6,7,4,4,NA
Hyena_2546,5,9,2,6,NA,NA
Hyena_2547,4,9,11,14,NA,NA
Hyena_2548,4,13,13,3,NA,NA
Hyena_2549,4,13,13,3,NA,NA
Hyena_2550,4,7,13,3,NA,NA
Hyena_2551,5,20,7,4,4,NA
Hyena_2553,3,9,15,NA,NA,NA
Hyena_2558,4,12,11,14,NA,NA
Hyena_2560,3,4,15,NA,NA,NA
Hyena_2561,3,4,15,NA,NA,NA
Hyena_2563,5,8,1,4,4,NA
Hyena_2564,4,7,5,4,NA,NA
Hyena_2565,4,7,5,4,NA,NA
Hyena_2566,5,10,2,6,NA,NA
Hyena_2567,4,10,20,14,NA,NA
Hyena_2568,4,3,20,14,NA,NA
Hyena_2569,3,1,15,NA,NA,NA
Hyena_2570,4,2,5,4,NA,NA
Hyena_2571,4,2,5,4,NA,NA
Hyena_2573,5,18,5,24,3,NA
Hyena_2574,4,21,1,7,13,NA
Hyena_2575,3,1,15,NA,NA,NA
Hyena_2576,3,15,15,NA,NA,NA
Hyena_2577,4,38,8,14,NA,NA
Hyena_2579,4,38,8,14,NA,NA
Hyena_2581,4,25,8,14,NA,NA
Hyena_2582,5,4,2,6,NA,NA
Hyena_2583,5,4,2,6,NA,NA
Hyena_2584,4,23,23,3,NA,NA
Hyena_2585,5,24,1,4,4,NA
Hyena_2586,3,24,15,NA,NA,NA
Hyena_2587,4,11,13,3,NA,NA
Hyena_2588,4,14,2,1,NA,NA
Hyena_2589,4,17,13,3,NA,NA
Hyena_2590,4,17,13,3,NA,NA
Hyena_2599,4,2,13,3,NA,NA
Hyena_2600,5,15,1,4,4,NA
Hyena_2601,5,1,2,6,NA,NA
Hyena_2605,4,11,5,4,NA,NA
Hyena_2609,4,35,2,1,NA,NA
Hyena_2610,5,35,3,4,5,NA
Hyena_2611,5,13,1,1,5,NA
Hyena_2612,5,13,1,1,5,NA
Hyena_2615,4,3,10,9,NA,NA
Hyena_2618,4,1,13,3,NA,NA
Hyena_2620,6,19,2,5,5,11
Hyena_2621,4,8,20,14,NA,NA
Hyena_2625,4,6,13,3,NA,NA
Hyena_2626,4,6,13,3,NA,NA
Hyena_2628,4,2,10,9,NA,NA
Hyena_2629,6,9,2,5,5,11
Hyena_2630,6,9,2,5,5,11
Hyena_2631,3,21,3,NA,NA,NA
Hyena_2632,4,7,2,1,NA,NA
Hyena_2633,4,7,2,1,NA,NA
Hyena_2634,4,14,13,3,NA,NA
Hyena_2635,5,14,5,24,3,NA
Hyena_2637,5,12,15,9,5,NA
Hyena_2639,5,1,11,11,14,NA
Hyena_2641,5,4,15,9,5,NA
Hyena_2644,4,3,13,3,NA,NA
Hyena_2645,4,15,2,1,NA,NA
Hyena_2646,4,15,2,1,NA,NA
Hyena_2647,3,4,5,NA,NA,NA
Hyena_2649,3,4,5,NA,NA,NA
Hyena_2650,3,1,3,NA,NA,NA
Hyena_2651,3,1,3,NA,NA,NA
Hyena_2652,4,8,12,9,NA,NA
Hyena_2654,4,2,9,7,NA,NA
Hyena_2655,3,9,3,NA,NA,NA
Hyena_2657,4,10,12,9,NA,NA
Hyena_2658,4,10,12,9,NA,NA
Hyena_2659,4,2,2,1,NA,NA
Hyena_2660,4,2,2,1,NA,NA
Hyena_2661,4,16,2,1,NA,NA
Hyena_2662,5,5,2,10,1,NA
Hyena_2663,4,7,2,1,NA,NA
Hyena_2664,4,7,2,1,NA,NA
Hyena_2665,3,14,3,NA,NA,NA
Hyena_2668,3,3,3,NA,NA,NA
Hyena_2671,4,12,2,1,NA,NA
Hyena_2672,4,12,2,1,NA,NA
Hyena_2673,3,19,5,NA,NA,NA
Hyena_2679,3,9,3,NA,NA,NA
Hyena_2682,5,1,1,1,5,NA
Hyena_2684,3,5,6,NA,NA,NA
Hyena_2685,3,5,6,NA,NA,NA
Hyena_2686,3,2,5,NA,NA,NA
Hyena_2688,3,4,3,NA,NA,NA
Hyena_2689,3,4,3,NA,NA,NA
Hyena_2693,4,8,2,1,NA,NA
Hyena_2696,3,7,5,NA,NA,NA
Hyena_2698,3,15,3,NA,NA,NA
Hyena_2699,3,1,3,NA,NA,NA
Hyena_2735,2,8,NA,NA,NA,NA
Hyena_2742,3,1,3,NA,NA,NA
Hyena_2745,3,2,NA,NA,NA,NA
Hyena_2747,3,6,3,NA,NA,NA
Hyena_2751,2,1,NA,NA,NA,NA
Hyena_2752,2,8,NA,NA,NA,NA
Hyena_2753,2,8,NA,NA,NA,NA
Hyena_2754,3,4,5,NA,NA,NA
Hyena_2755,3,4,5,NA,NA,NA
Hyena_2756,3,7,3,NA,NA,NA
Hyena_2758,3,5,3,NA,NA,NA
Hyena_2762,3,4,1,NA,NA,NA
Hyena_2763,3,5,1,NA,NA,NA
Hyena_2764,3,8,5,NA,NA,NA
Hyena_2765,3,NA,5,NA,NA,NA
Hyena_2766,3,5,2,13,NA,NA
Hyena_2768,3,3,5,NA,NA,NA
Hyena_2770,3,7,2,13,NA,NA
Hyena_2772,3,4,5,NA,NA,NA
Hyena_2773,3,7,2,13,NA,NA
Hyena_2774,2,2,NA,NA,NA,NA
Hyena_2775,2,2,NA,NA,NA,NA
Hyena_2779,3,1,5,NA,NA,NA
Hyena_2780,3,1,5,NA,NA,NA
Hyena_2781,3,4,5,13,NA,NA
Hyena_2782,3,4,5,13,NA,NA
Hyena_2784,3,4,5,13,NA,NA
Hyena_2785,4,8,2,4,NA,NA
Hyena_2787,3,6,5,13,NA,NA
Hyena_2790,4,1,2,4,NA,NA
Hyena_2792,3,3,5,13,NA,NA
Hyena_2793,3,5,1,NA,NA,NA
Hyena_2794,4,9,8,3,NA,NA
Hyena_2797,4,4,2,4,NA,NA
Hyena_2798,4,13,3,3,NA,NA
Hyena_2799,4,13,3,3,NA,NA
Hyena_2801,4,8,2,4,NA,NA
Hyena_2804,4,11,3,3,NA,NA
Hyena_2806,4,1,2,4,NA,NA
Hyena_2807,4,5,2,4,NA,NA
Hyena_2808,4,16,2,4,NA,NA
Hyena_2810,4,8,3,5,NA,NA
Hyena_2811,4,8,3,5,NA,NA
Hyena_2812,4,5,3,3,NA,NA
Hyena_2813,4,3,2,4,NA,NA
Hyena_2814,4,5,3,5,NA,NA
Hyena_2815,4,12,5,5,NA,NA
Hyena_2817,4,13,5,5,NA,NA
Hyena_2818,4,4,3,5,NA,NA
Hyena_2820,4,3,3,3,NA,NA
Hyena_2821,4,11,3,3,NA,NA
Hyena_2824,4,6,3,5,NA,NA
Hyena_2825,4,6,3,5,NA,NA
Hyena_2826,4,10,5,5,NA,NA
Hyena_2827,4,9,2,6,NA,NA
Hyena_2829,4,2,2,4,NA,NA
Hyena_2830,4,2,2,4,NA,NA
Hyena_2831,4,1,2,4,NA,NA
Hyena_2832,4,13,2,4,NA,NA
Hyena_2833,4,13,1,3,NA,NA
Hyena_2834,4,1,2,4,NA,NA
Hyena_2835,4,10,2,6,NA,NA
Hyena_2836,4,10,2,6,NA,NA
Hyena_2837,4,5,2,4,NA,NA
Hyena_2838,4,4,1,3,NA,NA
Hyena_2839,4,13,3,5,NA,NA
Hyena_2840,4,11,3,3,NA,NA
Hyena_2841,4,11,3,3,NA,NA
Hyena_2843,4,1,3,5,NA,NA
Hyena_2844,4,3,2,4,NA,NA
Hyena_2845,4,6,3,9,NA,NA
Hyena_2848,4,3,5,5,NA,NA
Hyena_2849,4,1,8,3,NA,NA
Hyena_2852,4,7,20,1,NA,NA
Hyena_2853,4,7,20,1,NA,NA
Hyena_2857,4,4,2,4,NA,NA
Hyena_2859,4,1,3,3,NA,NA
Hyena_2864,4,5,5,5,NA,NA
Hyena_2865,6,3,2,8,8,5
Hyena_2866,4,6,8,1,NA,NA
